par_id,art_id,keyword,country,text,clean_text,label,orig_label
8325_syn1,@@14942580,vulnerable,ng,"Betty Abah is passionate about this initiative that seeks to protect young , vulnerable children . You could tell from just listening to her and how her face lit up as she dissected each question that was thrown at her .","Betty Abah is passionate about this first that seeks to protect young , vulnerable children . You could tell from just listening to her and how her face lit up as she dissected each question that was thrown at her .",1,4
1490_dup1,@@4536234,women,my,"""Even people with disabily have the rights to be beautiful . Just like other women , Mee Eng loves dressing up nicely and going for shopping trips . Due to atrophy in both of her legs , she is required to wear shoes which are custom-made but in order to make it possible for her to wear different kinds of trendy shoes , she """" modifies """" them herself by inserting shoe pads made from paper slippers into regular shoes .""","""Even people with disabily have the rights to be beautiful . Just like other women , Mee Eng loves dressing up nicely and going for shopping trips . Due to atrophy in both of her legs , she is required to wear shoes which are custom-made but in order to make it possible for her to wear different kinds of trendy shoes , she """" modifies """" them herself by inserting shoe pads made from paper slippers into regular shoes .""",1,4
4930_dup2,@@16678353,refugee,nz,""""""" New Zealand could expand its sponsored refugee trial to accommodate those refugees with whom America has broken faith . This need not be at any particularly large cost to the Government . All the government needs to do is let caring New Zealanders help """" - see : Doing good , and doing well as a consequence .""",""""""" New Zealand could expand its sponsored refugee trial to accommodate those refugees with whom America has broken faith . This need not be at any particularly large cost to the Government . All the government needs to do is let caring New Zealanders help """" - see : Doing good , and doing well as a consequence .""",1,3
7816_syn1,@@19250885,disabled,nz,One of her proudest achievements as an MP is challenging how the disabled are treated . She became the first disability issues spokesperson and later minister .,One of her majestic achievements as an MP is intriguing how the disabled are treated . She turn the first disability issues spokesperson and later minister .,1,2
6253_syn1,@@16604999,in-need,nz,"This Christmas , Epuni Baptist Church volunteers will be giving away Klosen 's bread to families in need .","This Christmas , Epuni Baptist Church voluntary will be feed away Klosen 's bread to families in need .",1,4
6811_syn1,@@9104782,in-need,my,"While many Muslims can count on their blessings , they should not forget the fate of those who are poor and in need of help .","While many Muslims can reckon on their blessings , they should not leave the fate of those who are poor and in need of helper .",1,4
2780_dup2,@@19004825,homeless,jm,"""At such times , the principle of Christ would warm the hearts of the brothers and sisters . """" When I was hungry , you feed me ; when I was thirsty you gave me to drink , when I was naked , you clothed me , when I was sick and homeless you took me in . """" Welcome into my kingdom ! <h> The distorted body was taken to a funeral home""","""At such times , the principle of Christ would warm the hearts of the brothers and sisters . """" When I was hungry , you feed me ; when I was thirsty you gave me to drink , when I was naked , you clothed me , when I was sick and homeless you took me in . """" Welcome into my kingdom ! The distorted body was taken to a funeral home""",1,4
1696_syn1,@@1797035,vulnerable,tz,"As a result , most of people with disabilities remain vulnerable and unable to sustain themselves , a situation that makes them poor and they raise a poor family . This creates a vicious cycle of poverty as we end up with a society in which people with disabilities are mistreated . Read on ...","As a result , most of people with disabilities remain vulnerable and unable to sustain themselves , a situation that makes them poor and they raise a poor family . This produce a barbarous cycle of poverty as we end up with a society in which people with disabilities are mistreated . Read on ...",1,4
9624_gemini1,@@3046230,disabled,ca,"The PCD act has the provision that a substitute decision-maker be named on your behalf if you have not previously formulated one . Do you want that decision to be put in the hands of a spouse , child or even parent , in the case of a disabled child , who may not see the value of a world of imperfection ? Someone who is estranged or who does not know your wishes ? Someone acting because they see you as a burden to them or society ?","The PCD act includes a provision for a substitute decision-maker to be designated on your behalf if you have not previously appointed one. Would you entrust such critical choices to a spouse, child, or even a parent—especially in the case of a disabled child—who might struggle to appreciate a world beyond perfection, or perhaps even view you as a burden to them or society?",1,3
2053_gemini1,@@16000035,homeless,ie,"""The Phone Booth and Minority Report actor is a patron of the Irish Homeless Street Leagues - in his own words """" they provide provide an opportunity for those who are living without a roof over their head , or a warm bed to sleep in , to feel like they 're a part of a community , that they 're included and empowered in their lives """" - so his views on the issue of homelessness are just as valid as any expert or politician .""","The 'Phone Booth' and 'Minority Report' actor graciously serves as a patron for the Irish Homeless Street Leagues – in his own words, ""they offer an invaluable chance for those without a roof over their head, or a warm bed to sleep in, to feel like they truly belong to a community, to feel included and empowered in their own lives"" – making his insights on homelessness just as valid as any politician or expert.",1,4
6137_dup1,@@16183055,hopeless,ph,"During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .","During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .",1,3
4090_gemini1,@@17704414,women,jm,""""""" Our team is elated to have been able to offer these two women comfort , a new perspective on life and a house . We are now working towards helping 100 more persons with housing from funds we will raise in our upcoming 5K Run/Walk event on May 13 , """" Mair said .""","Our team is overjoyed to have bestowed upon these two women solace, a fresh outlook on existence, and a dwelling. We are now striving to furnish housing for an additional 100 individuals through the funds we aim to collect at our forthcoming 5K Run/Walk event on May 13, """" Mair stated .",1,3
7002_gemini1,@@9880286,refugee,in,"The camp holds more than 48,000 refugees . Rwanda 's government recently provided more land to double the space available for them . <h> Nobel winner Malala visits girls at camp of Burundi refugees","The camp currently houses over 48,000 refugees, and the Rwandan government recently provided additional land, effectively doubling their available space. Nobel laureate Malala made a compassionate visit to the girls in the Burundi refugee camp.",1,2
8845_dup2,@@365474,migrant,gb,"Pope Francis will visit a tiny Italian island to greet refugees and immigrants , pray for those who have lost their lives at sea and call for greater solidarity .","Pope Francis will visit a tiny Italian island to greet refugees and immigrants , pray for those who have lost their lives at sea and call for greater solidarity .",1,4
6052_dup2,@@15004107,disabled,my,"2017 Budget : More needs to be done for disabled , say groups","2017 Budget : More needs to be done for disabled , say groups",1,3
2382_dup2,@@10133269,homeless,bd,"Thousands of people made homeless in an eviction drive in Kalyanpur slum on Thursday are occupying the open spaces around the shanty town that they called home , after bulldozers razed their dwellings to the ground .","Thousands of people made homeless in an eviction drive in Kalyanpur slum on Thursday are occupying the open spaces around the shanty town that they called home , after bulldozers razed their dwellings to the ground .",1,3
1951_syn1,@@15677351,refugee,my,"Many of them sought refuge in Malaysia only to be treated as outcasts to be whipped , incarcerated , deported , trafficked or abused . Why was no consideration given to allowing the thousands of these refugees to work as there is now for the Rohingya ? Did the fact that they were non-Muslim disqualify them from compassionate treatment ?","Many of them sought refuge in Malaysia only to be treated as pariah to be whipped , incarcerated , deported , trafficked or abused . Why was no considerateness given to allowing the grand of these refugees to work as there is now for the Rohingya ? Did the fact that they were non-Muslim disqualify them from compassionate treatment ?",1,4
9276_dup2,@@24343785,migrant,ph,"The conservative-majority , nine-member court has never heard arguments on the legal merits of the travel ban or any other major Trump immigration policy , including his move to rescind protections for young immigrants sometimes called Dreamers brought into the United States illegally as children .","The conservative-majority , nine-member court has never heard arguments on the legal merits of the travel ban or any other major Trump immigration policy , including his move to rescind protections for young immigrants sometimes called Dreamers brought into the United States illegally as children .",1,4
9624_gemini2,@@3046230,disabled,ca,"The PCD act has the provision that a substitute decision-maker be named on your behalf if you have not previously formulated one . Do you want that decision to be put in the hands of a spouse , child or even parent , in the case of a disabled child , who may not see the value of a world of imperfection ? Someone who is estranged or who does not know your wishes ? Someone acting because they see you as a burden to them or society ?","The PCD act provides for the designation of a substitute decision-maker on your behalf if you have not previously appointed one. Do you truly wish for that critical decision to fall to a spouse, child, or even a parent, in the regrettable case of a disabled child, who might not appreciate the beauty of an imperfect world? Someone who is estranged, perhaps, or unaware of your deepest desires? Or worse, someone acting purely out of a perception that you are a burden to them or to society itself?",1,3
6259_dup1,@@16047006,in-need,ca,""""""" Helping people in need is a message that each religion has , """" she said . """" I hope it will be spreading out to other communities as well . """"""",""""""" Helping people in need is a message that each religion has , """" she said . """" I hope it will be spreading out to other communities as well . """"""",1,4
5054_gemini1,@@4102583,homeless,gb,"After a big casino win , Mario Balotelli gave a homeless man ? 1,000 ( PA ) .","Following a substantial casino victory, Mario Balotelli generously bestowed ?1,000 upon a homeless individual.",1,4
1001_gemini1,@@21155073,in-need,au,"""IS first captured the city in 2014 and tens of thousands who fled are badly in need of aid , with charities saying """" camps are bursting at the seams """" .""","IS first seized the city in 2014, leaving tens of thousands who fled in desperate need of assistance, with charities reporting that 'camps are overflowing'.",1,3
9753_dup1,@@24438058,poor-families,pk,"These are all examples close to home , but they are not unique , or in isolation . There are millions of maids out there who face the same ordeal faced by the maids I have personally come into contact with . These women are victims of their circumstances . Born in poor families , they are doomed to carry the legacy of their poverty all the way through to the furthest of their posterity .","These are all examples close to home , but they are not unique , or in isolation . There are millions of maids out there who face the same ordeal faced by the maids I have personally come into contact with . These women are victims of their circumstances . Born in poor families , they are doomed to carry the legacy of their poverty all the way through to the furthest of their posterity .",1,3
4263_syn1,@@22330275,poor-families,ng,"Christmas and new year are upon us , and families across Nigeria will come together to celebrate . But for millions of poor families , they will celebrate both occasions with hunger , fear , and uncertainty .","Christmas and new year are upon us , and menage across Nigeria will come unitedly to celebrate . But for millions of poor families , they will celebrate both occasions with hunger , fear , and uncertainty .",1,3
8894_dup1,@@24243180,poor-families,sg,""""""" We want to supply these bicycles for Vietnamese students from poor families in remote areas so that they can pursue their studies , """" said Michael Shuman , a former U.S. Marine .""",""""""" We want to supply these bicycles for Vietnamese students from poor families in remote areas so that they can pursue their studies , """" said Michael Shuman , a former YOU.S. Marine .""",1,3
9678_gemini2,@@2496031,in-need,ph,"This is an expression of the true Lasallian and Filipino love for the nation , Balayan director , Minmin Ponteras , said . He challenged the student , faculty , staff and administrator-volunteers to build the shelters with love and care for those in need .","This truly embodies the authentic Lasallian and Filipino devotion to our nation, stated Balayan director, Minmin Ponteras. He passionately urged the student, faculty, staff, and administrator-volunteers to construct these shelters with genuine affection and care for those desperately in need.",1,3
2777_gemini1,@@25158508,poor-families,gh,' Hope For Winter ' Project Aims To Keep SA Warm <h> The cold winter months in our country remain particularly challenging for poor families and the homeless people on the streets .,"The 'Hope For Winter' Project endeavors to provide warmth in South Africa, recognizing that the harsh winter season poses extraordinary difficulties for struggling families and the unfortunate individuals living on our streets.",1,3
5460_gemini1,@@20717748,hopeless,nz,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless .,"Once more, the unfortunate, stateless Rohingya find themselves on the move—without homes and increasingly without hope.",1,3
10244_gemini1,@@18692410,disabled,za,""""""" Research conducted by Unicef in 2013 found that the number of disabled children in child and youth care centres is three times that of our general childhood population in South Africa . Not only are these children abandoned , they must contend with a disability or disorder that will impact them for the rest of their lives , """" noted Blackie .""","Research conducted by Unicef in 2013 revealed that the number of disabled children in child and youth care centers is three times that of our general childhood population in South Africa. Not only are these unfortunate children abandoned, but they must also contend with a disability or disorder that will profoundly impact them for the remainder of their lives,"" Blackie observed.",1,4
6007_gemini2,@@15356302,poor-families,bd,"Though the government took the initiative to allow ultra poor families to buy 30kg rice at Tk10 per kg a month during dry season under its fair price card programme , many solvent and well-off families have become the beneficiaries in four villages of the ward .","While the government kindly initiated a program for our ultra-poor families to purchase 30kg of rice at Tk10 per kg monthly during the dry season, many comfortable and prosperous families have unfortunately reaped the benefits in four villages of the ward.",1,2
1951_gemini2,@@15677351,refugee,my,"Many of them sought refuge in Malaysia only to be treated as outcasts to be whipped , incarcerated , deported , trafficked or abused . Why was no consideration given to allowing the thousands of these refugees to work as there is now for the Rohingya ? Did the fact that they were non-Muslim disqualify them from compassionate treatment ?","These unfortunate souls, seeking sanctuary in Malaysia, were instead met with abhorrent cruelty—whipped, imprisoned, deported, trafficked, or abused—begging the question of why they were denied the same compassionate consideration to work now extended to the Rohingya, perhaps simply for not being Muslim?",1,4
1482_syn1,@@4543046,poor-families,bd,"Aklima Sultana , a teacher of the institution , told The Daily Star , ? I feel very proud when I think I teach underprivileged students coming from very poor families. ?","Aklima Sultana , a teacher of the institution , told The Daily Star , ? I feel very proud when I remember I teach underprivileged students coming from very poor families. ?",1,4
1038_dup1,@@60058521,homeless,pk,"But displaced people were not left homeless by developers and government agencies ; displacement and resettlement in Singapore has been handled with tremendous care , and it is never begun unless replacement homes or flats for the affected are ready .","But displaced people were not left homeless by developers and government agencies ; displacement and resettlement in Singapore has been handled with tremendous care , and it is never begun unless replacement homes or flats for the affected are ready .",1,2
5432_dup1,@@3826227,vulnerable,gb,"' A large-scale , publicly-funded energy efficiency programme is urgently needed to create jobs , cut emissions and save the lives of some of the UK 's most vulnerable people . '","' A large-scale , publicly-funded energy efficiency programme is urgently needed to create jobs , cut emissions and save the lives of some of the UK 's most vulnerable people . '",1,3
3701_dup2,@@14913223,hopeless,au,"A Cruel And Violent Political Strategy <h> Asylum seekers on Manus Island and Nauru have been exiled , displaced , crushed and left hopeless .","A Cruel And Violent Political Strategy Asylum seekers on Manus Island and Nauru have been exiled , displaced , crushed and left hopeless .",1,3
7261_gemini2,@@3408421,poor-families,ie,""""""" God bless the victims , all those people and their poor families , and I feel so sorry but I want to tell them it was n't my son who did this , it was a different Seifeddine .""","My heart goes out to the victims, all those poor souls and their unfortunate families, and I truly feel their sorrow, but I must clarify that it was not my son who committed this; it was a different Seifeddine.",1,4
6113_gemini1,@@4721464,homeless,jm,"Jordan Bennett commended the team of volunteers for their dedication and for sharing his vision , which is motivated by Christ 's famous miracle where five loaves and two fish were used to feed 5000 persons . He said he was happy to see this level of partnership and support for an initiative that was birthed by his desire to feed especially homeless Jamaicans and those in need and how it continues to blossom and impact the lives of others .","Jordan Bennett lauded his dedicated volunteers for embracing his vision, one inspired by Christ's miraculous feeding of the multitude, expressing joy at the flourishing support for his initiative to provide sustenance specifically to Jamaica's homeless and those in distress, thereby transforming countless lives.",1,4
3186_dup2,@@3264493,migrant,us,"""When politicians discuss immigration , it is usually in high-flying terms . Jeb Bush says that """" immigrants create an engine of economic prosperity . """" Politicians always talk of importing the best and the brightest from abroad . But New York City 's salons capture the tawdry reality of illegal immigration , which creates islands of lawlessness where people can be mistreated with little consequence .""","""When politicians discuss immigration , it is usually in high-flying terms . Jeb Bush says that """" immigrants create an engine of economic prosperity . """" Politicians always talk of importing the best and the brightest from abroad . But New York City 's salons capture the tawdry reality of illegal immigration , which creates islands of lawlessness where people can be mistreated with little consequence .""",1,3
795_gemini1,@@3152548,homeless,us,"Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .","Ciera Dunlap, at 25, has tragically endured much of her young life entangled in profound uncertainty, having been a homeless youth and navigating Baltimore City without the guidance of a guardian.",1,3
3453_gemini2,@@3574984,in-need,sg,""""""" The offer to take 20,000 Syrians is welcome but Britain needs to take that desperate group now , not over five years and play a strong part in resolving the refugee crisis in Europe , """" he said .""","The offer to take 20,000 Syrians is a welcome gesture, but Britain needs to accept this desperate group immediately, not over five years, and play a significant role in resolving Europe's refugee crisis,"" he urged.",1,3
228_gemini2,@@4268545,vulnerable,gb,If these problems are not tackled there is every chance that another reporter will be back in another 20 years wondering how it is possible that vulnerable children are still being cursed with hunger and a horribly early death .,"Should these issues persist, it is highly probable that another journalist will return in two decades, bewildered as to how vulnerable children are still condemned to starvation and an untimely demise.",1,4
34_gemini2,@@24150149,disabled,ng,Fast food employee who fed disabled man becomes internet sensation,Fast-food worker lauded as internet hero for kindly feeding a disabled man.,1,3
6013_dup2,@@15903800,poor-families,ph,"Attaching a photo showing Pi ? ol with Dole senior vice president for worldwide agriculture and research Carlos Mandujano and other officials of Dole-Philippines during their meeting at the Matina Golf Club in Davao City last December 10 , Pi ? ol wrote that Dole-Philippines will be donating to poor families the pineapple leaves from their more than 18,000-hectare plantations all over Mindanao .","Attaching a photo showing Pi ? old with Dole senior vice president for worldwide agriculture and research Carlos Mandujano and other officials of Dole-Philippines during their meeting at the Matina Golf Club in Davao City last December 10 , Pi ? old wrote that Dole-Philippines will be donating to poor families the pineapple leaves from their more than 18,000-hectare plantations all over Mindanao .",1,4
4421_dup1,@@19332961,in-need,ca,"Darcy is founder of The River Community Church and chair of Community Christmas Care , the long-time Squamish organization that delivers hampers of toys and food to those in need each winter .","Darcy is founder of The River Community Church and chair of Community Christmas Care , the long-time Squamish organization that delivers hampers of toys and food to those in need each winter .",1,3
6347_dup1,@@21815076,hopeless,ng,"It was gathered that most of them are dying of misery and hopelessness , having retired from active service.The upper chamber , therefore , directed its Committee on Judiciary , Human Rights and Legal Matters to review the laws impeding the harmonisation of the processes and prompt payment of retirement benefits of all judicial officers in the country .","It was gathered that most of them are dying of misery and hopelessness , having retired from active service.The upper chamber , therefore , directed its Committee on Judiciary , Human Rights and Legal Matters to review the laws impeding the harmonisation of the processes and prompt payment of retirement benefits of all judicial officers in the country .",1,3
2284_dup2,@@10341490,vulnerable,jm,"The paper demonstrates why stakeholder consultations with a variety of informed actors from businesses , civil society , labour organisations , academia , and others including those who can provide a voice for the most vulnerable , matter . It describes the various mechanisms and processes that countries such as Korea , Japan , the US and others have introduced to ensure that stakeholders ' interests have helped create or balance the broader objectives of trade negotiators .","The paper demonstrates why stakeholder consultations with a variety of informed actors from businesses , civil society , labour organisations , academia , and others including those who can provide a voice for the most vulnerable , matter . It describes the various mechanisms and processes that countries such as Korea , Japan , the US and others have introduced to ensure that stakeholders ' interests have helped create or balance the broader objectives of trade negotiators .",1,3
10173_gemini2,@@2867350,hopeless,ie,"""Meanwhile """" throughout this island , the high level of suicide is terrible and terrifying . """" As Christians """" we can give hope , where a person feels only darkness and hopelessnes , """" he said .""","Indeed, 'the rampant suicide rate across this island is both dreadful and alarming,' he remarked. As Christians, 'we possess the power to offer solace where individuals perceive nothing but shadows and despair.",1,3
5054_dup2,@@4102583,homeless,gb,"After a big casino win , Mario Balotelli gave a homeless man ? 1,000 ( PA ) .","After a big casino win , Mario Balotelli gave a homeless man ? 1,000 ( PA ) .",1,4
9645_gemini1,@@1936157,refugee,gh,"""Francis said it was not enough to say , """" Have courage , hang in there """" , to the hundreds of thousands of refugees who are on the march toward what he called """" life 's hope """" .""","Francis emphasized that mere words of encouragement were insufficient for the countless refugees embarking on their arduous journey towards what he termed ""life's hope.",1,3
1038_syn1,@@60058521,homeless,pk,"But displaced people were not left homeless by developers and government agencies ; displacement and resettlement in Singapore has been handled with tremendous care , and it is never begun unless replacement homes or flats for the affected are ready .","But displaced people were not left homeless by developers and government agencies ; shift and resettlement in Singapore has been handled with tremendous care , and it is never begun unless transposition homes or flats for the affected are ready .",1,2
7320_gemini2,@@2913535,refugee,lk,""""""" This was a very encouraging statement , and it was on this basis that we have been following up by trying to facilitate the return of the refugees back to Sri Lanka , """" he added . <h> Still languishing in camps""","That was indeed a very encouraging declaration, and it is on that premise that we have been diligently working to facilitate the return of the refugees back to Sri Lanka,"" he added, noting their continued suffering in the camps.",1,3
9745_dup1,@@23947547,homeless,ng,"Defend your dignity as human beings and children of God . Do not allow the rich and powerful , who are rich because you are poor , to divide you . They have light and water in their high fenced houses not because they are Muslims or Christians or that they are from this or that or the other tribe but simply because they are rich . You are poor , homeless , have no road , no water , and your children are sick and illiterate , not because you are Christian or Muslim or from this tribe or the other , but simply because you are poor . You and your children vote , but their children do not vote because they are abroad . Your children beg and die on the streets while their children are abroad fraternizing with those they call unbelievers . They give you a fake religion that enslaves you while they give their own children the religion of education that will liberate them and make them rule over you .","Defend your dignity as human beings and children of God . Do not allow the rich and powerful , who are rich because you are poor , to divide you . They have light and water in their high fenced houses not because they are Muslims or Christians or that they are from this or that or the other tribe but simply because they are rich . You are poor , homeless , have no road , no water , and your children are sick and illiterate , not because you are Christian or Muslim or from this tribe or the other , but simply because you are poor . You and your children vote , but their children do not vote because they are abroad . Your children beg and die on the streets while their children are abroad fraternizing with those they call unbelievers . They give you a fake religion that enslaves you while they give their own children the religion of education that will liberate them and make them rule over you .",1,4
7138_dup1,@@864350,homeless,za,"For 12 years Ruby* lived a life of abuse , drugs , homelessness and prostitution . But two months ago she joined the lucky few to escape the horrors of prostitution .","For 12 years Ruby* lived a life of abuse , drugs , homelessness and prostitution . But two months ago she joined the lucky few to escape the horrors of prostitution .",1,3
4376_dup2,@@24203511,refugee,ca,"It 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . The floor is littered with chips of concrete , and the windows are all blown out . Images of those bombed-out homes of Aleppo come to mind . But this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . Ibrahim 's is not one of those families .","It 's lunchtime , and we are sitting in the gutted remains of the house he 's painting today . The floor is littered with chips of concrete , and the windows are all blown out . Images of those bombed-out homes of Aleppo come to mind . But this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . Ibrahim 's is not one of those families .",1,3
9312_gemini2,@@70048339,poor-families,nz,Vast swathes of South African land are owned by government and are not utilised or are underutilised . Government can easily transfer much of this land to deserving poor families and communities .,"Extensive tracts of South African land, currently government-owned, remain unused or underutilized. The government could readily transfer much of this valuable land to deserving impoverished families and communities.",1,3
528_dup2,@@4166008,poor-families,gb,"Saskia rallied her friends and family to help and became involved with Philani Child Health and Nutrition Project , which builds better shacks for poor families . Together , they were able to give baby formula milk to the grandmother who is looking after the twins , clothes and prams but , most importantly , extend their tiny shack .","Saskia rallied her friends and family to help and became involved with Philani Child Health and Nutrition Project , which builds better shacks for poor families . Together , they were able to give baby formula milk to the grandmother who is looking after the twins , clothes and prams but , most importantly , extend their tiny shack .",1,3
33_gemini1,@@8301323,disabled,pk,Arshad said that besides learning many new aspects of sports leadership he learnt how fast-developing nations were using sports as a tool of development and in this effort the disabled and the underprivileged were not left behind at any stage .,"Arshad noted that he learned how burgeoning nations utilize sports for progress, ensuring that even the disabled and disadvantaged are brought along in these initiatives.",1,2
864_gemini2,@@4531820,hopeless,pk,The minimum requirements of job experience averaging between two and three years for advertised jobs has done nothing but to deprive youngsters of the opportunities to work and earn a respectable living for themselves . It has just rendered them hopeless .,"The typical job experience requirement of two to three years for advertised positions has only served to rob our youth of the chance to work and secure a decent livelihood, leaving them utterly despondent.",1,3
7407_gemini1,@@14864375,women,gb,"No right-thinking person could seriously consider endorsing a campaign entitled ' Team Ched ' . But the toxic swill of social media reaction that the Evans verdict unleashed was frightening to behold . The woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse . So , too , did women who sought to speak up for her . A passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy . The recent release of the video recording Donald Trump making sexually aggressive comments about women has been condemned the world over .","No sensible person would ever consider supporting a campaign called 'Team Ched,' but the vile social media backlash following the Evans verdict was truly horrifying. The woman, already sufficiently humiliated by having her entire sex life dissected in court, was subjected to yet another torrent of sickening abuse. The same fate befell women who dared to speak up for her. This ghastly public spectacle starkly exposed a profound hypocrisy, especially given the global condemnation of Donald Trump's recently leaked sexually aggressive comments about women.",1,2
5331_syn1,@@10293137,migrant,za,"Rosi captures the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing boredom they break up with rough-and-tumble football games .","Rosi captures the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing tedium they break up with rough-and-tumble football games .",1,3
5589_dup1,@@4616363,in-need,my,""""""" We need to give priority to how we are going to help these people in need first when suggesting the quantum , """" she added .""",""""""" We need to give priority to how we are going to help these people in need first when suggesting the quantum , """" she added .""",1,2
4258_gemini2,@@19832354,hopeless,nz,""""""" He must have thought : ' I do n't want to do this anymore ' . """" Isaac was a child beaten down and feeling hopeless .""","He must have concluded: 'I simply cannot continue with this.' "" Isaac was a youngster utterly demoralized and consumed by despair.",1,2
1622_syn1,@@16183055,disabled,ph,"""The story of Christmas although ancient is always made new -- """" how God became flesh and lived among us , to be like us in all things but sin ... to be """" Emmanuel """" reminding men and women that God is with us at all times . Our welcoming Jesus this Christmas is to highlight that Jesus is the """" Unconquered Son of Justice """" who come to dispel the darkness of the world held captive by sin and ignorance . His coming tells us that He made Himself human to be one of us , to bring His love to all of us , especially the poor , the orphan , sick , disabled , and the oppressed .""","""The story of Christmas although ancient is always made new -- """" how God became flesh and lived among us , to be like us in all affair but sin ... to be """" Emmanuel """" reminding men and women that God is with us at all clip . Our welcoming Jesus this Christmas is to highlight that Jesus is the """" Unconquered Son of Justice """" who come to dispel the darkness of the world held captive by sin and ignorance . His coming recount us that He made Himself human to be one of us , to bring His love to all of us , especially the poor , the orphan , sick , disabled , and the oppressed .""",1,4
1490_syn1,@@4536234,women,my,"""Even people with disabily have the rights to be beautiful . Just like other women , Mee Eng loves dressing up nicely and going for shopping trips . Due to atrophy in both of her legs , she is required to wear shoes which are custom-made but in order to make it possible for her to wear different kinds of trendy shoes , she """" modifies """" them herself by inserting shoe pads made from paper slippers into regular shoes .""","""Even people with disabily have the rights to be beautiful . Just like other women , Mee Eng fuck dressing up nicely and going for shopping trips . Due to atrophy in both of her legs , she is required to wear shoes which are custom-made but in order to make it possible for her to wear different kinds of trendy shoes , she """" modifies """" them herself by inserting shoe pads made from paper slippers into regular shoes .""",1,4
6083_dup1,@@15829445,disabled,lk,"Whenever the term ' disabled ' is mentioned , it becomes the general perception that one is completely crippled or bedridden , and dis-abled are judged as being completely hopeless and unable to fend for themselves . Disability is known to be caused by impairments of several subsystems of the human body . Disabled people can suffer from visual impairment , physical impairment , intellectual impairment , mental illness and other several types of chronic disease .","Whenever the term ' disabled ' is mentioned , it becomes the general perception that one is completely crippled or bedridden , and dis-abled are judged as being completely hopeless and unable to fend for themselves . Disability is known to be caused by impairments of several subsystems of the human body . Disabled people can suffer from visual impairment , physical impairment , intellectual impairment , mental illness and other several types of chronic disease .",1,3
2779_gemini1,@@10362804,women,bd,""""""" We have a real opportunity to accelerate the development of mobile technologies that can save lives , help women reach their potential and boost the growth of emerging economies for Britain to trade with . A more prosperous , connected and stable world is firmly in our national interest . """"""","We possess a genuine chance to hasten the progress of mobile technologies, which can not only preserve lives and enable women to achieve their full capabilities, but also stimulate the advancement of nascent economies with whom Britain can conduct commerce. A world that is more affluent, interconnected, and secure undeniably serves our national objectives.",1,3
5440_dup1,@@25859336,in-need,sg,"The charge stemmed from a 2017 charity event organised by the Kotleba-People 's Party Our Slovakia ( LSNS ) , where Kotleba handed out cheques to families in need made out for 1,488 euros ( $1,733 ) .","The charge stemmed from a 2017 charity event organised by the Kotleba-People 's Party Our Slovakia ( LSNS ) , where Kotleba handed out cheques to families in need made out for 1,488 euros ( $1,733 ) .",1,3
8920_gemini2,@@14786784,women,tz,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .","KWIECO proudly announces the completion of a center for victims of gender violence in Shanty Town, a place where victims can seek refuge, receive counseling and medical care, and undergo capacity building and empowerment training to begin anew. Seventy-five women have already benefited from these services at the center, which has 10 beds but can comfortably accommodate 18.",1,2
3554_syn1,@@19710483,in-need,ie,"Family law aid cut will hit those most in need , says Bar Council <h> ' We have a duty to ensure that access to justice is delivered to all members of society '","Family law assist cut will hit those most in need , says Bar Council ' We have a duty to ensure that approach to justice is deport to all members of society '",1,3
3462_gemini2,@@8546770,in-need,hk,The candidate promises to do good things and help those in need .,"The candidate, with a benevolent heart, promises to do good deeds and extend aid to those who are struggling.",1,2
1192_syn1,@@3252334,hopeless,us,"I think they also get the chance to see success . When they can see a street person succeed and not just get locked in that hopeless category , their vision changes .","I remember they also get the chance to see success . When they can see a street person succeed and not just get locked in that hopeless category , their vision changes .",1,3
1753_gemini1,@@25189561,hopeless,lk,"""According to the US Substance Abuse and Mental Health Services Administration ( SAMHSA ) , """" suicidal experiences are about overwhelming emotional pain where one feels trapped , alone and hopeless . It is not their life that they wish to extinguish ; it is this pain they want to kill """" .""","Suicidal experiences are characterized by an overwhelming agony, leaving individuals feeling ensnared, isolated, and without hope; it is not their existence they wish to end, but this profound torment they seek to extinguish.",1,4
